,vari,deli,field,beta0,beta1,R2
1713,hc,1708,settle,64.89728438327066,0.9812191265877659,0.9688131751542469
1714,hc,1708,volume,1.3825900139541283,0.47392015192311476,0.2246003103988281
1715,hc,1708,oi,1.0941438102298,0.6162568085860701,0.37977245412868843
1716,hc,1709,settle,32.649704038914564,0.99241048781403,0.9795488013999092
1717,hc,1709,volume,87.30915029893501,0.5412962013733176,0.29300157762118295
1718,hc,1709,oi,6.320192230547233,0.9770083197987314,0.9540986203801017
1719,hc,1710,settle,41.90760833967377,0.989712340639251,0.9768795197558592
1720,hc,1710,volume,14752.788175192327,0.9524477694443292,0.9071584023085887
1721,hc,1710,oi,864.2827356910831,0.9970266145426198,0.9946280352645898
1722,hc,1711,settle,38.16726742938812,0.9901114891810623,0.9780983605048597
1723,hc,1711,volume,2.2850722453683177,0.3721197884348313,0.1384731369447838
1724,hc,1711,oi,0.851291916069816,0.9029368095696099,0.8152948820757467
1725,hc,1712,settle,31.221009184990464,0.9918948333593274,0.9768840853275562
1726,hc,1712,volume,3.996785601531257,-0.026542828182765356,0.0007045217279397775
1727,hc,1712,oi,0.9062085548903646,0.9440498766717487,0.8912301696439436
1728,i,1403,settle,12.606366114974179,0.9845508178987081,0.9695287278071877
1729,i,1403,volume,150.7238676762277,0.2344739689361509,0.6047999723561635
1730,i,1403,oi,77.89324443110499,0.875502518341386,0.9748447191641406
1731,i,1404,settle,7.047504098080651,0.9902452636656436,0.9820298791837163
1732,i,1404,volume,5.803654470146689,0.1508440869058121,0.09077347264315894
1733,i,1404,oi,2.8244920693862445,0.6917902233303271,0.749262855172538
1734,i,1405,settle,19.22949468986856,0.9767118494270763,0.9740473762886014
1735,i,1405,volume,25754.72031016759,0.5843255687875337,0.3857898357621573
1736,i,1405,oi,-623.1784343594086,1.0015669384233519,0.9848102512960144
1737,i,1406,settle,-1.7297420706830273,1.0001924265255893,0.9847694184790999
1738,i,1406,volume,47.300665162822945,0.24463437138572486,0.058047365145838636
1739,i,1406,oi,8.615327228557758,0.9890223296421919,0.9777909089909547
1740,i,1407,settle,2.391872601033164,0.9955062397979799,0.9902098818710652
1741,i,1407,volume,29.435081485834466,0.47941264283568436,0.22967309799995383
1742,i,1407,oi,6.408875010180484,0.9912917656376495,0.9824570093717561
1743,i,1408,settle,1.0633927523893192,0.996927266162821,0.9913436204964569
1744,i,1408,volume,26.008535369050605,0.2420675295787978,0.058593241159895615
1745,i,1408,oi,2.0822668428200517,0.9947165442847179,0.9891357425731037
1746,i,1409,settle,-0.17507149213936657,0.9981781100021099,0.9923669729288301
1747,i,1409,volume,37727.67648943052,0.877652967413656,0.7701113266889674
1748,i,1409,oi,1117.5421868948595,0.9953158823279757,0.9904270898965545
1749,i,1410,settle,-0.10134542163201843,0.9979997328630666,0.9929096275566086
1750,i,1410,volume,6.004815286947904,0.07966398868386394,0.0063463510930227285
1751,i,1410,oi,1.1535447870650604,0.861619996045292,0.7423890175850895
1752,i,1411,settle,1.90371721536998,0.9952818244544204,0.9948126674883228
1753,i,1411,volume,4.939950573034846,0.0798870688393114,0.006381943767736931
1754,i,1411,oi,0.9119353911825608,0.9859719937303908,0.9721407724206823
1755,i,1412,settle,6.76607805121499,0.9880158160004371,0.9927101084928274
1756,i,1412,volume,0.8549266538877909,0.11124077586977466,0.012375001838735522
1757,i,1412,oi,0.14796165752862592,0.8759650889560253,0.7664286601846635
1758,i,1501,settle,2.5995074620722995,0.9940554509578593,0.9942828750758002
1759,i,1501,volume,21671.16264857125,0.9084616094125648,0.825305370164586
1760,i,1501,oi,1294.9085503750266,0.9951996491802747,0.9904153030761101
1761,i,1502,settle,3.4552645057012974,0.9924810241747082,0.9952714777406242
